image_id,prediction,ref1,ref2,ref3,ref4,ref5
278006,"The image depicts a street corner with a gray building, street signs, and power lines, featuring a green sign with the name ""Warren H. Curtis"" and another sign reading ""Bond St.""",There are a few street signs next to a house.,"Street signs in front of a hree-story grey frame house with bay windows, dormers, and a porch.","A street sign marks the intersection of 3 streets, while three housed stand in the background.",A couple of green street signs sitting in front of a gray building.,A grey house sitting between a couple of other houses.
279278,"A woman in a black dress with white polka dots stands on a street, surrounded by a crowd of people and a dog on a leash, with a red skateboard on the ground nearby.",a person riding a skate board on a city street,People standing on the street by parked bicycles with a skateboard,Man in a crowd of people with a skateboard.,Three people stand on the street talking next to a dog.,The man is riding his skateboard down the street.
280325,"The image depicts a parking meter with a yellow sticker on its front, situated in front of a wall adorned with graffiti.",Graffiti decorates the wall in front of a parking meter.,a old wall that has some writing on it,Two rusty parking meters are displayed with graffiti in the background.,Graffiti is on the wall next to the parking meter,A parking meter in front of a wall that has been written on.
281409,"A baseball player in a black and white uniform swings a bat on a baseball field, with a catcher and umpire nearby.","The umpire, catcher, and batter as soon as the batter had swung.",A major league baseball player is swinging the bat to hit the ball.,Baseball game with batter swinging and large crowd in field,A man swinging a baseball bat as another looks on.,A baseball player swings his bat while the umpire and referee wait behind him.
282037,"A baseball player in a white uniform and blue cap is crouched on the field, with a pitcher in the background throwing a ball.",A baseball player pitching a ball on top of a field.,some baseball players on a field playing baseball,A man who is throwing a baseball to another man.,base ball players having a practice before the game,A full view of some baseball players in the field.
283113,"The image shows two hot dogs on a paper plate, each topped with a bun, a sausage, and a yellow sauce.",A couple of hot dogs on a paper plate.,"A hot dog is smothered with bacon, onions, and mustard.",The two hot dogs on the plate are ready to be eaten.,A hot dog in a bun is topped with mustard.,A plate of hot dog on a table with a glass
284279,"The image depicts a small bird perched on a green bird feeder, with the bird's head tilted upwards towards the feeder.",A humming bird standing on top of a green feeder.,A small bird resting and eating from a bird feeder.,a small bird on a bird feeder,The bird is standing on the rim of the bird feeder.,A small bird contemplates how to get some seeds.
284762,"The image depicts a traffic light with a red hand symbol, a blue street sign with white text, and a building in the background.",A traffic light sitting next to a street sign.,A red arrow light at a city street intersection,A signal light glows red by the street sign.,A traffic light near a street sign is red.,Stop light in a city next to a street sign on during the day.
286422,"The image depicts a sailboat on the water, with a woman standing on the deck and a dog lying nearby.",Couple on sailboat with dog on open waters.,Two people and a dog on a sail boat with the mast down.,People and a dog are on a sail boat on a lake.,A sailboat in a river with people and a dog on it.,Two people and a dog are on a sailboat.
286849,"The image depicts three giraffes standing on a rocky outcropping, with one giraffe in the foreground and two others behind it.",A group of three giraffe standing next to each other behind a rock.,Many giraffes are poking their heads beyond some rocks.,Four giraffes look around a rock corner in their enclosure.,Four giraffes poking their heads out from behind a rock.,Four giraffes sticking their heads through a hole in some large rocks.
287649,"A tortoiseshell cat with yellow eyes lies on a wooden desk, its front paws resting on a black keyboard.",A cat sits on a desk next to a keyboard.,A colorful cat is next to a keyoard,a close up of a cat on a desk near a keyboard,A cat laying on top of a wooden computer desk.,"A kitty cat looks up from a desk, near a keyboard."
288430,"A woman and a child are flying a kite on a beach, with the woman holding the kite string and the child running alongside her.",People flying kites in the sand on a windy beach.,A lady her children with a kite on the beach,People on a sandy beach with a kite.,A man plays with his family on the beach,A young woman standing on a sandy beach.
289229,"A man in a white lab coat holds a red and black tool, possibly a utility knife or a similar device, in his hand.",A man wearing a white lab coat holding a bone saw.,A man dressed in a labcoat and gloves holds a handsaw.,Is he going to saw somebody's arm off with that thing?,a man in a white lab coat holding a hacksaw,The male doctor is holding a medical saw.
289659,"The image depicts a giraffe standing in a field, with a building and trees visible in the background.",A giraffe  standing on top of a dirt and grass field.,A giraffe walking about in a large enclosure.,The giraffe is eating grass from the hill side.,"A giraffe stands in a rocky area, larger rocks behind him.",Giraffe resting while standing in the dirt and grass.
290179,"The image depicts a cityscape with a prominent river, a bridge, and a large building with a clock tower, set against a backdrop of a cloudy sky.",A great shot of a very nice and large city somewhere.,A river is seen from afar and the river is next to a city that features old buildings.,a tall tower with a clock on top with buildings near by,Big Ben towering over the city of London England,An aerial view of the city of London on a cloudy day.
290843,"A cat sits on a bed, looking up at a laptop screen held by a person who is partially visible behind the computer.",A woman sitting on a laptop computer next to a cat.,A cat watches as its owner uses the laptop.,A cat is sitting on the bed near a person using a laptop.,A person sitting on bed behind an open laptop computer and a cat sitting beside and looking at the laptop screen area.,Cat staring at laptop screen as owner is online.
292005,"The image depicts a bathroom with an orange wall, a white bathtub, and a shower curtain, featuring a toilet, a bathtub, and a shower curtain.",a bathroom with a tub and a shower curtain,a bathroom with some orange walls on it,A bathroom with white spots on the wall.,A bathroom is painted in white and orange.,Bright orange bathroom with spackling on the walls.
292415,"A skateboarder is captured in mid-air, performing a trick on a ramp with their arms and legs extended.",A person on a skateboard on a skate ramp.,A man riding a skateboard prepares to roll down a ramp.,The setting sun silhouettes a skateboarder turning at the top of the ramp.,A guy rides his skate board in a half pipe.,A man riding a skateboard up the side of a ramp.
293200,"A young boy in a yellow shirt and gray pants stands on a grassy field, holding a kite string and looking up at the sky.",People standing in a field and flying kites.,A group of people flying kites in grassy field.,A young boy flying a kite with other people.,a group of people with kites in their hands.,There are many people on this field flying kites
293804,"A living room with a fireplace, two brown leather couches, and a brown leather armchair is illuminated by a warm light.",A living room with a fire place and furniture.,THERE IS A FIRE BURNING IN THE FIREPLACE IN A SITTING ROOM,A room with two sofas and a fireplace.,A view of a fire place with a light on it.,a comfortable living room with brown leather couches and a fireplace
294855,"A black suitcase sits on a metal luggage rack, with a bottle of champagne in an ice bucket nearby.",a suit case sits on a top next to some drink,A metal bucket with a bottle of booze sticking out of it.,A bowl holding a bottle of champagne below a black suitcase.,A bottle in a ice bucket sits on a floor next to a luggage rack.,A suitcase sitting next to a bottle of champagne.
295809,"The image depicts a city street with a prominent white bicycle lane symbol painted on the road, set against a backdrop of buildings and vehicles.",Street sign painted on a road that looks like a bicycle.,A bike lane with a bike lane symbol painted on it.,A freshly paved road with a bicycle lane marker on the pavement.,A bike lane has been painted on the road.,an empty street with a bike lane
296657,"A group of men in business attire are jumping in the air on a grassy lawn, with trees and a building visible in the background.",A group of men enthusiastically caught in mid air at the same time.,Six men jumping in the air on the lawn,Six well dressed men jumping into the air simultaneously.,The six men wearing ties are jumping outside,Six adult males outside jumping up in the air.
297396,The image shows a plate of chocolate cake with white icing and red sprinkles on a table.,Small pieces of cake have been arranged on a plate,Chocolate dessert bars covered in frosting and sprinkles.,A plate of desserts on a table looking delicious.,A plate of desserts with frosting and sprinkles.,A set up small chocolate cakes decorated like trains.
298251,A group of zebras is grazing in a grassy field.,Several zebras stand in a field and graze.,A herd of zebra standing on a dry grass field.,Panoramic image of zebras grazing and lying in a field.,A panoramic view of zebras in a dry field.,A field full of zebras on a savannah grazing.
299609,"A horse grazes in a field, with mountains visible in the background.",A horse standing on top of a lush green field.,a horse grazing in a green pasture bordered by mountains,A horse grazing with mountains behind him.,A horse is grazing in a grassy field with a view of mountains.,A horse in a grassy field set against a foggy mountain range.
300659,"A group of seven military jets fly in formation through a blue sky, leaving behind a trail of smoke.",A formation of airplanes flying through a  blue sky.,several jet planes flying in unison in a v formation,Several jets that are flying in the air performing tricks.,Seven jets fly in formation leaving trails of smoke behind them.,A sky view of several planes flying in formation in the sky.
301718,"A man and woman sit at a table, with the man wearing a hat and the woman wearing a scarf, surrounded by plates of food and a bottle of beer.",A table topped with a plate of food next to eating utensils.,A table with three plates with food and a man and a woman both holding utensil near plates.,two people seated at a dining table with a plate of food before them,there are two people sitting at a table eating,Two people sitting at a table eating.
302760,"The image depicts a bathroom sink with a dark granite countertop, a white porcelain sink basin, and a silver faucet, set against a backdrop of a mirror, a brown towel, and a toilet paper roll.",A bathroom sink with a marble counter top under a large mirror.,An image of a bathroom with a sink and mirror,Soap and a water bottle are on top of a vanity in a teal bathroom.,A view of a sink with soap next to it.,A bathroom sink with a bottle of hand soap
303818,"A yellow bus with the number 110 on its front is stopped at a traffic light, with a black car driving in the opposite direction.",A bus traveling down a curvy road behind a black car.,A group of people cross the curved street.,A curve in a city road with a bus following a car and people walking on the side.,A group of people walk alongside the road.,A fish eye view of a bus rounding a curve on a city street.
304404,"A baseball player in a black jersey and gray pants swings a bat on a baseball field, with a catcher crouched behind him and a crowd of spectators watching from the stands.",A batter swings at the ball during a baseball game,An organized baseball match between two teams with the batter swinging,A man swinging a baseball bat on a baseball field.,A baseball player after he had swung a bat.,A batter swings the bat as the crowd watches attentively.
305343,"The image features two ceramic cups with unique, hand-painted designs, showcasing a close-up of an eagle's face on one cup and a close-up of a cat's face on the other.",Two cups sitting on top of a gray counter.,A cup with a bird on it and a cup with a wolf on it.,Two ceramic cups - one with a bird and the other with a fox.,Two cups with painted animal pictures on them.,two cup like things with a bird and a wolf painted on them
306733,"A bathroom with a white sink, a shower curtain, and a bathtub is visible, featuring a plant on the sink counter and a framed picture on the wall.","Bathroom with sink, shower, towels, curtain, and more with window",A picture of a bathroom with a fern plant near the sink and a photo of a city above the toilet.,"the mirror, sink and bathtub area of a white bathroom",Well decorated bathroom in a small yellow tinted area.,"A bathroom with a sink, towel rack and shower stall."
308193,"The image depicts a clock tower with a prominent clock face, situated in front of a building with a statue and a roof.",A large building with a clock at the top of it .,A building with a clock built into it.,A grey clock tower above building with sky in the background.,a clock tower behind a building with a sky background,There is a clock on the side of a clock tower
308545,"A young boy in a black helmet and jacket sits on a white horse, with a blurred background featuring trees and other riders.",A little child riding on top of a white horse.,A young helmeted boy rides a white horse.,A young boy in a black jacket riding a white horse.,a young girl riding a white horse in front of other people,A young boy in riding clothes rides a horse.
309452,"The image depicts a yellow bird with a distinctive black head and red throat perched on a tree branch, surrounded by lush green leaves.",The bird has a black head and yellow feathers.,a colorful bird holding on to a tree branch,A colorful bird sits on a tree branch.,A yellow bird stands perched on a tree branch.,A yellow and black bird is perched on a tree.
310072,"A black metal bench sits on a sidewalk, with a blue minivan and a red pickup truck parked on the street behind it.",a metal bench resting on a sidewalk with cars on a street in the background,A park bench has a persons hat sitting on it.,A black metal bench with a had hanging on the back of it.,A bench on cement in a park,Hat sits on empty park bench made of black iron
311190,"A brown dog wearing a cowboy hat sits in the back seat of a car, with a child's head visible in the background.",A dog wearing a hat while in a car.,A dog that is in a car with a hat.,A sleepy dog wearing a cowboy hat in the back seat of a car,A large brown dog wearing a brown hat.,A dog with a cowboy hat on its head.
311909,"A white bus with a large windshield and a prominent sign reading ""Crosstown"" is parked on the side of the road, with a tree and a blue sky visible in the background.",A public transportation bus near a curb with a bicycle rack.,The #41 bus parked at the curb waiting for passengers to board,A large bus parked by the curb,A white bus that has a 41 Crosstown sign on the front.,A very big white bus parked by the curb.
312340,The image depicts a black and white cat sitting on the ground amidst a scattering of dead leaves and green plants.,A black and white cat sitting on top of leaves.,Black and White cat laying down in dead leaves.,Black and white cat sitting in leaves outside a window.,A black and white cat relaxes atop a bunch of leaves,A black and white cat laying in green vegetation.
313034,"A man and woman stand in a room, with the woman holding a plate of cake and the man wearing a green shirt.",A man in a green shirt stands by a girl holding a piece of cake on a plate.,A woman is talking to a man and holding a plate with a piece of cake.,A man standing in front of a woman.,A MAN AND WOMAN ARE LAUGHING TOGETHER,A man smiling while standing in front of a woman with a piece of cake.
314177,"A man wearing a black jacket and hat sits on a toilet, holding a camera in his hands.",a person taking a photo in a bath room mirror,"A youth on a toilet taking a ""selfie"" in a mirror.",Someone sitting on the toilet in the bathroom holding their camera at the mirror.,The person is sitting on the unusual toilet in the bathroom.,A picture of the photographer sitting on the toilet
315001,"A flock of birds flies over a body of water, with the sun reflecting off the water's surface.",A flock of birds flying over the ocean next to a beach.,A flock of seagulls flying over the water together.,A picture of some birds are flying around in the air.,Seagulls in flight and standing on a beach at sunset,An ocean view with dozens of birds in the sky.
316404,"The image depicts two men standing back-to-back, each holding a tennis racket and a tennis ball, with one man wearing a red shirt and the other wearing a black shirt.",A pair of men with small mustaches dress as tennis players.,a couple of men that are standing around with rackets,Two men with tennis rackets and tennis balls.,"Two men wearing polos, headbands and shorts, holding tennis balls and rackets.",Two men posing for a picture in a tennis game in a funny way.
318238,"The image depicts three dogs, a brown dachshund, a black dachshund, and a tan dog, lying on a bed with a floral patterned comforter.",two dachshunds and a cat sleep on a bed,There are pets such as digs that are sleeping in the bef,Two small dogs and a cat sleeping on a bed.,Several dogs sleeping together on a bed next to eachother.,Three dogs are sleeping across the length of the bed.
319617,"A hot dog on a bun is served on a white plate, accompanied by a glass of dark liquid and a glass of water on a white tray.",a hot dog on a plate next to two glasses.,a close up of a hot dog on a plate with drinks near by,A plate with a hotdog and two glasses with beverages.,A hot dog and drink are on a white tray.,A hotdog with mustard and ketchup on a white oval plate.
320632,"The image depicts a group of zebras standing together in a grassy field, with their distinctive black and white stripes and manes visible.",There are several zebras standing close to each other.,A group of zebras stand together in a field.,A herd of zebras standing in close proximity to each other.,A herd of zebra standing next to each other on a green grass field.,A group of zebras are standing together in the grass.
321333,"The image depicts two young children, one holding a teddy bear and the other grasping a toy car, sitting together on a couch.",a couple of young kids are sitting together,"A vintage closeup shows a chair with a toddler with a big smile and a big toy bear seated right  next to a second toddler with a semi-smile, holding what appears to be a coin purse.",A picture of two young kids posing or a picture.,A couple of children sitting in front of a blanket.,two children one holding a bear and one holding a cell phone
322574,"A hot dog in a bun is served with a side of fries on a paper plate, accompanied by a small plastic cup.",A sandwich sitting on top of a pile of fries.,Food items served in small tray displayed on table.,a hot dog sitting on top of a mound of french fries,Bread in a paper bag on top of french fries in paper container with a drink on the side.,French fries and a bag with bread sticking out
322959,"The image depicts a wooden cutting board with sliced bread, a bowl of fruit, and a selection of meats and cheeses.",Bread and fruit are on a table with a knife and fork.,"Some bread, ham, fruit, jam, and a glass of orange juice",An assortment of meats and cheeses with bread.,A variety of different types of food on a table.,"A selection of breads, meat, spreads, and cheeses."
323709,"A large white airplane with a blue tail and red stripe is parked on the runway, with a tall white radar tower standing behind it.",Large commercial cargo plane sits on tarmac next to radar equipment.,A large jet airplane parked next to a domed tower.,A World Cargo 747 airline is taxiing down a runway.,A jet plane and a large white sphere.,An airplane is parked next to a domed tower.
324715,"A silver Apple laptop sits on a wooden surface, accompanied by an orange pair of scissors and a roll of clear tape.",An apple computer is on a table with supplies.,A white Macintosh next to duct tape and red scissors.,A laptop computer sits near a roll of tape and a laptop computer.,A picture of a computer and some items on the table.,A laptop computer sits on a desk with scissors.
325527,"The image depicts a teddy bear sitting on a table, with a book lying open in front of it.",a brown teddy bear sitting on a huge box,a close up of a stuffed animal on a cardboard box,A small brown teddy bear sitting on top of a box.,There is a stuffed bear on a cardboard box,a little brown teddy bear sitting alone on top of a carboard box
326541,"A man in a blue shirt is taking a picture of a street scene with his cell phone, while a woman in a white shirt stands next to him.",A couple of people holding up cell phones side by side.,A crowd of people holding their cameras up taking pictures.,THERE ARE PEOPLE HOLDING CAMERA PHONES IN THERE HANDS,People in an audience taking pictures with their cell phones.,People at a public event using cell phones to take pictures of the event.
327617,"The image depicts a woman standing in front of a tennis net, holding a tennis racket and wearing a long-sleeved dress.",an old black and white photo of a tennis player,A woman holds a racket in front of a net.,A pretty young lady standing on a tennis court holding a racquet.,An older photo of a woman on a tennis court posing with her raquet.,a vintage photo of a woman with a tennis racket
328286,"A large ferry boat, with the words ""CityFerry"" on its side, is docked at a pier in a body of water, with a city skyline featuring tall buildings and skyscrapers in the background.",Boats docked at a harbor facing the city.,A city's downtown skyline at dusk on the waterfront.,A city ferry sits docked with the city in the background.,A small ferry boat is moored at the end of a dock.,Boats at the dock with a city backdrop.
329219,"A man stands in a kitchen, wearing a plaid shirt and jeans, with a small white dog at his feet.",A man standing next to a dog on the ground.,A man is at a kitchen counter by a dog.,An man standing in a kitchen with a small puppy.,there is a small puppy on the kitchen floor,A man in the kitchen standing with his dog.
329827,"A skier in a blue jacket and white pants is skiing down a snowy slope, with a mountain and trees visible in the background.",A person on skis skiing down a mountain.,A person skiing on a mountain covered with snow,A skier in a blue and white outfit,Blurry photograph of a woman skiing down a slope,A person in a blue coat is skiing down a slope.
331317,"The image features a large, ornate clock with a gold frame and white face, set against a backdrop of a large windowed wall with a metal structure.",A wall mounted golden clock on the side of a building.,A building with a lot of windows and large clock outside.,A clock reads almost 2:30 with a building behind it,there is a large gold clock at some type of station,A clock set up in front of windows where you can see the shadows of people inside.
332455,"The image depicts a pink toilet with its lid open, situated on a tiled floor in a bathroom setting.",a close up of a toilet with a pink seat and lid,A picture of a comment that is open.,A bright pink toilet seat in a bathroom.,A bright pink toilet seat with the lid open.,The neon purple toilet with lid lifted is in the bathroom with brown tile.
333745,"A woman in a pink top and white skirt walks on a wet street, holding an umbrella, with a bus and a man in the background.",A woman with an umbrella is walking past a bus.,A woman holding an umbrella walks past the side of a bus with a large advertisement on the side.,Woman walking next to commuter bus with umbrella on rainy day.,a woman walking down the sidewalk next to a bus,A woman holding an umbrella and walking beside a bus.
334483,"A woman stands in the dining area at the table, with a cake on the table and a child sitting next to her.",A group of women standing around a cake cutting slices.,Women and children are gathered around a blue cake.,People outside at table eating cake on plates.,A group of people sit at a table with cake.,many people standing near a table with cake
335177,"A suburban street scene features a white pickup truck parked on the grass in front of a house, with a street sign and a sidewalk running along the side of the road.",A round intersection on a surburban street with one floor homes.,The view of a residential neighborhood with an abundance of trees.,A white truck parked in a persons driveway,a nice neighborhood with some green grass in it,"Suburban street scene showing a curve, houses, and cars in driveway."
336053,"A young boy and girl sit at a table, surrounded by plates of food and drinks, with the boy wearing an orange shirt and the girl wearing a white tank top.",Two children enjoy a meal at a restaurant.,"Kids are sitting at a table with a plate, fork, spoon, and cups on it.",two children are sitting at a table with food and drinks,A young boy and young girl sitting at a table eating food.,"Two small children sit and dine at a table, inside a restaurant"
336658,"A large, multi-story building with a flat roof and a prominent sign on the front is situated in the background, surrounded by a parking lot and a street with a bus and a few cars.",A photograph of an outside with numerous things in the scene.,A transit center all lit up at night.,A city skyline after the sun has set.,The buses are parked next to the pole.,A city road with buses and people on the sidewalk
338428,"The image depicts a green pickup truck parked on a grassy area, with a white van and a tree visible in the background.",An older pickup truck with decorative murals painted on.,an antique green pickup truck is parked in the grass.,Truck viewed from the back with vans and trucks visible in the background of the image.,A truck painted green with designs parked by other vehicles.,A photo of a green truck parked in grass.
338986,"A VIA Rail train is visible on the tracks, with a station building and a sign reading ""VIA Rail Canada"" in the background.",A train pulls up along some buildings.,A blue train is coming down the tracks,A photo of a train station with the train pulling in.,a blue and yellow train a building and some cars,a group of cars next to a train
340697,"The image depicts a collection of various soda bottles and cans on a shelf, showcasing a diverse array of beverages.",a close up of many drinks in a fridge,A display in a store filled with lots of bottles of soda.,Several rows of Crush soda in bottles in a refrigerator,A cooler with many different kinds of beverages in it.,Several bottles are displayed in a commercial refrigerator.
341719,"A snowboarder stands on a snowy slope, wearing a light blue jacket and black pants, with a snowboard leaning against a tree nearby.",A group of people riding skis across a snow covered slope.,Several people standing in the snow near trees.,Several people can be seen at the crest of the mountain.,A group of people with skis and snowboards stand on a mountain.,Skiers and snowboarders mill about on a mountain.
342367,"A man in a black top hat and coat stands in front of a white wall, holding a microphone and wearing a blue tie with a white and red pattern.",A TV showing two men in hats and women.,A picture of a T.V. showing court room proceedings.,A television with two men and a woman on the screen.,A TV with a picture of two men wearing black hats.,A photo of a television depicts a courtroom.
343466,"A kitchen with light wood cabinets and countertops, a white stove, and a window with a view of the outdoors is visible.",An empty kitchen in a house with a window in the corner.,A white stove top oven sitting next to a window.,View of kitchen with oven and plenty of cabinets home.,"In the kitchen, there is a sink, stove, window and some cabinets.",A kitchen with a window and bunch of kitchen furniture in it
343976,"A city street at night with a bridge spanning the road, featuring a sign in a foreign language and a row of streetlights illuminating the scene.",A city street lit up in a night scene with cars in the background.,An urban scene of a roadway and skyscrapers at night.,A night time view of a city street.,A picture of a street during the night.,a city sign in the night time with cars passing underneath
344795,"The image depicts a round, foil-wrapped object situated on a metal tray within an oven.",there is a round pan covered with aluminum in the stove,The oven contains a dish that is covered with tin foil.,A casserole covered in foil is inside an oven.,A dish covered in aluminum foil is baking in an oven.,a pot of food cooking in an oven
345361,"The image depicts four children, three girls and one boy, wearing party hats and sitting at a picnic table with plates of food and drinks in front of them.",Four children at an outdoor party wearing festive hats.,Four children sit eating birthday cake at a picnic table.,The children are seated outside at the picnic table to eat the birthday party food.,Children at a birthday party sitting at a picnic table.,Children gather around the table with party hats on .
346703,"A man in a black sweater and white shirt is lighting a candlestick with a spoon, while a woman and a child sit on a couch behind him.",A man and woman standing over a dinner table with a cake.,"A series of images showing a man holding a spoon over a lit candle, then serving a cake with it.",A series of pictures showing a flambe cake.,The people watch the man with the spoon over the candle.,A person that is putting fire on a cake.
347335,"The image depicts a plate of food containing a fried egg, a sausage patty, and hash browns, accompanied by a glass of water and a plate of sliced avocado in the background.","A plate of food with meat, eggs and potatoes.",The breakfast plate has fried eggs and hash browns.,A white plate topped with three different types of foods.,a plate of food on that is sitting on a table,A large white plate of food on a table.
348045,"The image depicts three white urinals mounted on a wall covered in small white tiles, with a sign above them featuring German text.",Three white urinals mounted to a bathroom wall.,Three urinals each have small signs posted above them.,Three urinals are displayed with sings above them.,Urinals with signs hanging over them in a restroom.,A view of a bunch of urinals with stickers above them.
349184,"A woman sits on a bench in front of a large tree with white blossoms, with a building in the background.",A woman sitting on top of a wooden bench near a park.,A person sits on a wooden bench facing blooming trees.,A woman sitting on a wooden bench viewing some beautiful trees.,Adult sitting on wooden park bench in large open space.,A woman sits on a bench watching the park.
350003,"A fire truck is parked on the side of a road, with a person in a yellow vest standing nearby.",A firetruck is near a brown building off a side street that veers from a main road.,"A large red and yellow fire truck passed by a white car,",A firetruck with lights on is on a city street.,A fire engine has red and yellow checkers.,A firetruck parked outside a building in the city
350488,"A zebra stands in a grassy area, its head bent down to graze.",A zebra grazing on grass near a river.,"A single zebra grazes on a ledge near the water,",A zebra standing on land and eating grass near a body of water that is behind it.,A zebra grazes on tall grass at the edge of a clear blue river.,A zebra near a waterhole grazing on some grass.
351559,"The image depicts a cityscape at night, featuring a tall building with a red top and a street sign in the foreground.",A traffic light in front of a tall building with red lights at the top.,A tall building lit in red at the top,Green traffic light shown against a tall sky scraper at night.,A green stop light with a tall building lighted up in the background at night.,A traffic light with a street sign near a tall building at night.
352618,"The image features a mango, an orange, and a banana in a wooden bowl.",Raw mango and orange and ripe bananas in a bowl,"A papia, orange and bruised banana sitting in a bowl.","A pear, orange, and two bananas in a wooden bowl.",a couple of pieces of fruit are in a bowl,"a bowl with a mango, orange, and banana in it"
353518,"A group of small boats are moored in shallow water, with a sandy beach in the foreground and a clear blue sky above.",A fleet of ships docked on a sandy beach.,Several wooden boats docked on the ocean beach.,Boats are lined up on the sea shore.,A harbor with boats washed up in the low tide,Five boats sitting on the beach by the ocean.
355240,"A small dog sits on a red couch in front of a large gold-framed painting, with a yellow tag attached to its collar bearing the text ""S PRICE"".",a dog sits on a chair behind a glass,Small dog sitting on display behind the window.,A chihuahua sits in a window display with a price tag.,A store's display window with two adorable Chihuahua dog statues.,a dog is siting behind a large window
356125,"The image depicts a serene scene of two elephants standing in a grassy field, with one elephant reaching out to touch a wooden fence.",A elephant reaching out with some thing with its nose.,Some very cute big  elephants by some people.,there are many elephants that can be seen here in the wild,An elephant that is putting its trunk over a fence.,The adult elephant is stretching it's long trunk over the fence.
356428,"A man stands behind a food stall, surrounded by a variety of food items including bananas and sausages, with a sign indicating a price of 900 yen.",A couple of people walking through a market filled with food.,An open street market selling fruits and goods.,A vendor standing behind a stall of various foods.,People walking in front of an outdoor fruit market.,The people are walking down the aisles at the super market.
357081,The image depicts a serene scene of a cow and its calf grazing in a lush green field.,A photograph of two cows grazing on a green pasture.,two cows with spots are grazing in some grass,Two black and white cows grazing in a grassy pasture.,Two black and white cows are in a grass field.,Two jersey cows grazing in a green meadow.
357748,"A pink bus with a cartoon character on the side is parked on a brick road, featuring a large window with a sign that reads ""No 20 Shopper"" and a phone number.",A pink city bus at a bus stop.,A pink bus with a duck advertisement on the side,A pink bus is driving down the street,A pink bus is parked next to the curb.,A pink and white bus parked next to sidewalk and people.
358525,"A young boy wearing a baseball cap and blue shirt is sitting on a bed, intently looking at a laptop computer.",A child in a hat playing on a laptop computer,a small child operating a laptop on a bed,A very young boy is using a keyboard on a laptop computer.,The little boy is having fun playing at the computer keybord,Cute little boy with hat playing on laptop computer
359855,"A blue suitcase lies on its side on the ground, with a large crack running along its length and a white stripe running along its top.",A broken suitcase is on the side of the road.,A blue piece of luggage sitting on the side of  a road.,Beat up blue suitcase lying on side of road.,Closed suit case laying on the ground next to a plant.,A discarded piece of blue luggage on an asphalt walk.
360943,"The image depicts a cat sitting on a porch, gazing out at the viewer with its head resting on the railing.",An orange cat sitting in front of a door to a house.,A small black cat sits outside on an open window sill.,An orange cat sits on a stoop in front of a door.,An orange tabby cat lies down outside a door on a house porch.,A fat orange cat sitting on a deck
361268,A cow is grazing on the grass in front of a house with a black fence.,A cow grazing on the grass on the side of a side walk.,A brown and white cow standing in front of an iron fence.,Why would the cow be grazing in front of those homes?,A brown and white cow grazing in yard next to street.,A big brown cow walking down a sidewalk near homes.
362434,"A large teddy bear sits in a cardboard box filled with various items, including a blue plastic bag and a yellow plastic bag.",a box full of stuffed animals and other children items,A stuffed teddy bear sitting in a cardboard box.,A card board box with a brown teddy bear and items in it outside on a curb.,A cardboard box with a teddy bear in the street.,A teddy bear and nooks in a box on a door step.
363666,"A man in a blue shirt sits at a table with a plate of food in front of him, surrounded by other people enjoying their meals.",a couple of people sitting around a table,Three men sitting at a table eating breakfast.,A few men eating an assortment of foods at a table.,Young men having a meal at a table.,Three young men at a table eating breakfast at a restaurant.
364322,"The image depicts a group of sheep standing in a grassy field, with some of them facing the camera and others looking away.",many woolly sheep standing together in the field,A number of sheep gathered together looking around while standing on grass.,Sheep are standing together outside in a field,The sheep gathered in the meadow wait to be told where to go,A flock of very cute sheep in a grassy field.
365208,"A man stands in the sand, holding a birdcage and wearing a light-colored shirt and pants.",A black and white photo shows someone standing on a beach behind a curtain,Black and white photograph of a person under a tarp.,A man in the desert sits in the shade next to his birdcage.,A person in white is standing next to a table on sandy ground.,A person stands under tent on the beach.
365886,"The image depicts a woman holding a white cell phone with a black screen, giving a thumbs-up gesture with her other hand.",A person using a photo filter holding a samsung cell phone.,A person posing with there cell phone with thumbs up.,A woman holding a cell phone and giving a thumbs up sign.,a woman with a weird looking face holding onto a  cell phone,A picture of a man giving a thumps up with a cell phone in hand.
367082,"A dog sits on a brown armchair, with a blanket draped over the back and a window with a red and white patterned curtain behind it.",A black and tan dog sits in an easy chair near a window with a polka dot shade.,large dog in a brown chair by a window,a dogs tongue is sticking out and smiling while sitting on a chair,The dog is sitting on a brown easy chair beside a window.,Brown and black dog sitting on the brown couch by itself.
368038,"The image depicts a row of colorful train cars parked on a track, with a grassy area in the foreground and a blue sky above.",A colorful train sits on the tracks in the sunshine.,Colorful train cars are on the track next to some grass.,A long train filled with nothing but cabooses.,A large long train on a steel track.,A row of train colors of various colors next to trees.
368940,A black cabinet with a white sink and faucet is situated in a corner of a room with white walls and a checkered floor.,a bathroom with a mirror and a sink,Small wooden and white kitchen sink with a small mirror.,A clean bathroom with a sink and a checkered linoleum floor,this floor has a pattern of black and white tiles the sink is the same pattern,A white sink with a black cabinet underneath it.
369442,"A group of people, including men and women, are gathered in a yard with sheep, with a building and trees visible in the background.",A group of people standing around a herd of animals in a city.,Several people are on a busy street with lots of animals.,A group of men and goats on side of street under a tree.,a bunch of animals by a nasty street,Group of sheep walking alongside a group of people on the road.
